Internal ID,External ID,Source
cpd00092,ura,BiGG1
cpd00093,anth,BiGG
cpd00093,anth,BiGG1
cpd00094,2obut,BiGG
cpd00094,2obut,BiGG1
cpd00095,dhap,BiGG
cpd00095,dhap,BiGG1
cpd00095,glyonep,BiGG1
cpd00096,cdp,BiGG
cpd00096,cdp,BiGG1
cpd00097,pqq,BiGG
cpd00097,pqq,BiGG1
cpd00098,chol,BiGG
cpd00098,chol,BiGG1
cpd00099,cl,BiGG
cpd00099,cl,BiGG1
cpd00100,glyc,BiGG
cpd00100,glyc,BiGG1
cpd00101,r5p,BiGG
cpd00102,g3p,BiGG
cpd00102,g3p,BiGG1
cpd00103,prpp,BiGG
cpd00103,prpp,BiGG1
cpd00104,btn,BiGG
cpd00104,btn,BiGG1
cpd00105,rib__D,BiGG
cpd00105,rib-D,BiGG1
cpd00105,rib_D,BiGG1
cpd00106,fum,BiGG
cpd00106,fum,BiGG1
cpd00107,leu__L,BiGG
cpd00107,leu-L,BiGG1
cpd00107,leu_L,BiGG1
cpd00108,gal,BiGG
cpd00108,gal,BiGG1
cpd00109,ficytC,BiGG
cpd00109,ficytc,BiGG
cpd00109,ficytcc553,BiGG
cpd00109,ficytc,BiGG1
cpd00109,ficytcc,BiGG1
cpd00109,ficytcc553,BiGG1
cpd00110,focytC,BiGG
cpd00110,focytc,BiGG
cpd00110,focytcc553,BiGG
cpd00110,focytc,BiGG1
cpd00110,focytcc,BiGG1
cpd00110,focytcc553,BiGG1
cpd00111,gthox,BiGG
cpd00111,gthox,BiGG1
cpd00112,cmpacna,BiGG
cpd00113,ipdp,BiGG
cpd00113,ipdp,BiGG1
cpd00114,imp,BiGG
cpd00114,imp,BiGG1
cpd00115,datp,BiGG
cpd00115,datp,BiGG1
cpd00116,meoh,BiGG
cpd00116,meoh,BiGG1
cpd00117,ala__D,BiGG
cpd00117,ala-D,BiGG1
cpd00117,ala_D,BiGG1
cpd00118,ptrc,BiGG
cpd00118,ptrc,BiGG1
cpd00119,his__L,BiGG
cpd00119,his-L,BiGG1
cpd00119,his_L,BiGG1
cpd00120,btcoa,BiGG
cpd00120,btcoa,BiGG1
cpd00120,butlcoa,BiGG1
cpd00121,inost,BiGG
cpd00121,inost,BiGG1
cpd00122,acgam,BiGG
cpd00122,acegluam-D,BiGG1
cpd00122,acgam,BiGG1
cpd00123,3mob,BiGG
cpd00123,3mob,BiGG1
cpd00125,mlthf,BiGG
cpd00125,mlthf,BiGG1
cpd00126,gmp,BiGG
cpd00126,gmp,BiGG1
cpd00127,phenol,BiGG
cpd00128,ade,BiGG
cpd00128,ade,BiGG1
cpd00129,pro__L,BiGG
cpd00129,pro-L,BiGG1
cpd00129,pro_L,BiGG1
cpd00130,mal__L,BiGG
cpd00130,mal-L,BiGG1
cpd00130,mal_L,BiGG1
cpd00132,asn__L,BiGG
cpd00132,asn-L,BiGG1
cpd00132,asn_L,BiGG1
cpd00133,ncam,BiGG
cpd00133,ncam,BiGG1
cpd00134,pmtcoa,BiGG
cpd00134,pmtcoa,BiGG1
cpd00135,hcys__L,BiGG
cpd00135,hcys-L,BiGG1
cpd00135,hcys_L,BiGG1
cpd00136,4hbz,BiGG
cpd00136,4hbz,BiGG1
cpd00137,cit,BiGG
cpd00137,cit,BiGG1
cpd00138,man,BiGG
cpd00138,man,BiGG1
cpd00139,glyclt,BiGG
cpd00139,glyclt,BiGG1
cpd00141,ppa,BiGG
cpd00141,ppa,BiGG1
cpd00142,acac,BiGG
cpd00142,acac,BiGG1
cpd00143,phpyr,BiGG
cpd00143,phpyr,BiGG1
cpd00144,udpglcur,BiGG
cpd00144,udpglcur,BiGG1
cpd00145,hpyr,BiGG
cpd00145,hpyr,BiGG1
cpd00146,cbp,BiGG
cpd00146,cbp,BiGG1
cpd00147,5mta,BiGG
cpd00147,5mta,BiGG1
cpd00149,cobalt2,BiGG
cpd00149,cobalt2,BiGG1
cpd00150,cyan,BiGG
cpd00150,cyan,BiGG1
cpd00151,thym,BiGG
cpd00151,thym,BiGG1
cpd00152,agm,BiGG
cpd00152,agm,BiGG1
cpd00153,bz,BiGG
cpd00153,bz,BiGG1
cpd00154,xyl__D,BiGG
cpd00154,xyl-D,BiGG1
cpd00154,xyl_D,BiGG1
cpd00155,glycogen,BiGG
cpd00155,glycogen,BiGG1
cpd00156,val__L,BiGG
cpd00156,val-L,BiGG1
cpd00156,val_L,BiGG1
cpd00157,dha,BiGG
cpd00157,dha,BiGG1
cpd00157,glyone,BiGG1
cpd00158,cellb,BiGG
cpd00158,cellb,BiGG1
cpd00159,lac__L,BiGG
cpd00159,lac-L,BiGG1
cpd00159,lac-S,BiGG1
cpd00159,lac_L,BiGG1
cpd00160,chsterol,BiGG
cpd00161,thr__L,BiGG
cpd00161,thr-L,BiGG1
cpd00161,thr_L,BiGG1
cpd00162,etha,BiGG
cpd00162,etha,BiGG1
cpd00163,udpxyl,BiGG
cpd00164,glcur,BiGG
cpd00164,glcur,BiGG1
cpd00165,ham,BiGG
cpd00166,adocbl,BiGG
cpd00166,adocbl,BiGG1
cpd00166,cobamcoa,BiGG1
cpd00167,cera-D,BiGG1
cpd00168,23dhb,BiGG
cpd00168,23dhb,BiGG1
cpd00169,3pg,BiGG
cpd00169,3pg,BiGG1
cpd00170,g15lac,BiGG
cpd00170,g15lac,BiGG1
cpd00171,ru5p__D,BiGG
cpd00171,ru5p-D,BiGG1
cpd00171,ru5p_D,BiGG1
cpd00175,udpacgal,BiGG
cpd00175,uacgala,BiGG1
cpd00175,udpacgal,BiGG1
cpd00176,2ddglcn,BiGG
cpd00176,2ddglcn,BiGG1
cpd00177,dadp,BiGG
cpd00177,dadp,BiGG1
cpd00178,acetone,BiGG
cpd00178,acetone,BiGG1
cpd00179,malt,BiGG
cpd00179,malt,BiGG1
cpd00180,oxa,BiGG
cpd00180,oxa,BiGG1
cpd00182,adn,BiGG
cpd00182,adn,BiGG1
cpd00183,sarcs,BiGG
cpd00183,sarcs,BiGG1
cpd00184,thymd,BiGG
cpd00184,thymd,BiGG1
cpd00185,arab__D,BiGG
cpd00185,arab-D,BiGG1
cpd00185,arab_D,BiGG1
cpd00186,glu__D,BiGG
cpd00186,glu-D,BiGG1
cpd00186,glu_D,BiGG1
cpd00187,mma,BiGG
cpd00187,mea,BiGG1
cpd00187,mma,BiGG1
cpd00188,arachd,BiGG
cpd00190,glc-D-B,BiGG1
cpd00191,msa,BiGG
cpd00191,msa,BiGG1
cpd00192,4cmcoa,BiGG
cpd00192,coucoa,BiGG
cpd00192,4cmcoa,BiGG1
cpd00192,coucoa,BiGG1
cpd00193,aps,BiGG
cpd00193,aps,BiGG1
cpd00196,actp,BiGG
cpd00196,actp,BiGG1
cpd00197,34dhbz,BiGG
cpd00197,34dhbz,BiGG1
cpd00198,xu5p__D,BiGG
cpd00198,xu5p-D,BiGG1
cpd00198,xu5p_D,BiGG1
cpd00199,sucsal,BiGG
cpd00199,succsa,BiGG1
cpd00199,sucsal,BiGG1
cpd00200,4mop,BiGG
cpd00200,4mop,BiGG1
cpd00201,10fthf,BiGG
cpd00201,10fthf,BiGG1
cpd00202,dmpp,BiGG
cpd00202,dmpp,BiGG1
cpd00203,13dpg,BiGG
cpd00203,13dpg,BiGG1
cpd00204,co,BiGG
cpd00204,co,BiGG1
cpd00205,k,BiGG
cpd00205,k,BiGG1
cpd00206,dcmp,BiGG
cpd00206,dcmp,BiGG1
cpd00207,gua,BiGG
cpd00207,gua,BiGG1
cpd00208,lcts,BiGG
cpd00208,lcts,BiGG1
cpd00209,no3,BiGG
cpd00209,no3,BiGG1
cpd00210,taur,BiGG
cpd00210,taur,BiGG1
cpd00211,but,BiGG
cpd00211,but,BiGG1
cpd00212,srb__L,BiGG
cpd00213,lpam,BiGG
cpd00213,lpam,BiGG1
cpd00214,hdca,BiGG
cpd00214,hdca,BiGG1
cpd00214,palac,BiGG1
cpd00215,pydx,BiGG
cpd00215,pydx,BiGG1
cpd00216,chor,BiGG
cpd00216,chor,BiGG1
cpd00217,isomal,BiGG
cpd00217,isomal,BiGG1
cpd00218,nac,BiGG
cpd00218,nac,BiGG1
cpd00219,pphn,BiGG
cpd00219,pphn,BiGG1
cpd00220,ribflv,BiGG
cpd00220,ribflv,BiGG1
cpd00221,lac__D,BiGG
cpd00221,lac-D,BiGG1
cpd00221,lac_D,BiGG1
cpd00222,glcn,BiGG
cpd00222,glcn__D,BiGG
cpd00222,glcn,BiGG1
cpd00222,glcn-D,BiGG1
cpd00223,glyc__R,BiGG
cpd00223,glyc-R,BiGG1
cpd00223,glyc_R,BiGG1
cpd00224,arab__L,BiGG
cpd00224,arab-L,BiGG1
cpd00224,arab_L,BiGG1
cpd00225,bzal,BiGG
cpd00225,bzal,BiGG1
cpd00226,hxan,BiGG
cpd00226,hxan,BiGG1
cpd00227,hom__L,BiGG
cpd00227,hom-L,BiGG1
cpd00227,hom_L,BiGG1
cpd00228,dtt,BiGG
cpd00228,dtt,BiGG1
cpd00229,gcald,BiGG
cpd00229,gcald,BiGG1
cpd00231,dhbpt,BiGG
cpd00231,78dhp,BiGG1
cpd00231,dhbpt,BiGG1
cpd00232,acnam,BiGG
cpd00232,acnam,BiGG1
cpd00233,thbpt,BiGG
cpd00233,thbpt,BiGG1
cpd00235,man6p,BiGG
cpd00235,man6p,BiGG1
cpd00236,e4p,BiGG
cpd00236,e4p,BiGG1
cpd00237,andrstndn,BiGG
cpd00238,s7p,BiGG
cpd00238,s7p,BiGG1
cpd00239,h2s,BiGG
cpd00239,dh2s,BiGG1
cpd00239,h2s,BiGG1
cpd00241,dgtp,BiGG
cpd00241,dgtp,BiGG1
cpd00242,h2co3,BiGG
cpd00242,hco3,BiGG
cpd00242,h2co3,BiGG1
cpd00242,hco3,BiGG1
cpd00244,ni2,BiGG
cpd00244,ni2,BiGG1
cpd00246,ins,BiGG
cpd00246,ins,BiGG1
cpd00247,orot,BiGG
cpd00247,orot,BiGG1
cpd00248,quin,BiGG
cpd00248,quin_kt,BiGG
cpd00248,quin-kt,BiGG1
cpd00249,uri,BiGG
cpd00249,uri,BiGG1
cpd00250,creat,BiGG
cpd00251,adprib,BiGG
cpd00251,adprib,BiGG1
cpd00254,mg2,BiGG
cpd00254,mg2,BiGG1
cpd00256,cdpchol,BiGG
cpd00256,cdpchol,BiGG1
cpd00258,rbl__D,BiGG
cpd00258,rbl-D,BiGG1
cpd00258,rbl_D,BiGG1
cpd00259,rbl__L,BiGG
cpd00259,xylu__D,BiGG
cpd00259,xylu-D,BiGG1
cpd00259,xylu_D,BiGG1
cpd00260,icit,BiGG
cpd00260,icit,BiGG1
cpd00261,xylu__L,BiGG
cpd00261,xylu-L,BiGG1
cpd00262,oxalcoa,BiGG
cpd00262,oxalcoa,BiGG1
cpd00263,pydxn,BiGG
cpd00263,pydxn,BiGG1
cpd00264,spmd,BiGG
cpd00264,spmd,BiGG1
cpd00266,crn,BiGG
cpd00266,crn,BiGG1
cpd00267,sphings,BiGG
cpd00268,tsul,BiGG
cpd00268,tsul,BiGG1
cpd00269,2oxoadp,BiGG
cpd00269,2oxoadp,BiGG1
cpd00270,caffcoa,BiGG
cpd00270,caffcoa,BiGG1
cpd00272,gdpfuc,BiGG
cpd00272,gdpfuc,BiGG1
cpd00274,citr__L,BiGG
cpd00274,citr-L,BiGG1
cpd00274,citr_L,BiGG1
cpd00275,Lkynr,BiGG
cpd00275,Lkynr,BiGG1
cpd00275,kynr-L,BiGG1
cpd00276,gam,BiGG
cpd00276,gam,BiGG1
cpd00277,dgsn,BiGG
cpd00277,dgsn,BiGG1
cpd00278,indpyr,BiGG
cpd00278,indpyr,BiGG1
cpd00279,aacoa,BiGG
cpd00279,aacoa,BiGG1
cpd00280,galur,BiGG
cpd00280,galur,BiGG1
cpd00281,4abut,BiGG
cpd00281,4abut,BiGG1
cpd00281,amibut,BiGG1
cpd00282,dhor__S,BiGG
cpd00282,dhor-S,BiGG1
cpd00282,dhor_S,BiGG1
cpd00283,grdp,BiGG
cpd00283,grdp,BiGG1
cpd00284,6pgc,BiGG
cpd00284,6pgc,BiGG1
cpd00285,ethamp,BiGG
cpd00285,ethamp,BiGG1
cpd00286,udcpp,BiGG
cpd00287,2mop,BiGG
cpd00287,mmtsa,BiGG
cpd00287,2mop,BiGG1
cpd00287,mmtsa,BiGG1
cpd00288,gam6p,BiGG
cpd00288,gam6p,BiGG1
cpd00289,ggdp,BiGG
cpd00289,ggdp,BiGG1
cpd00290,fdp,BiGG
cpd00290,fdp,BiGG1
cpd00291,34dhphe,BiGG
cpd00292,hmgcoa,BiGG
cpd00292,hmgcoa,BiGG1
cpd00293,acgam6p,BiGG
cpd00293,acgam6p,BiGG1
cpd00293,nacgam6p,BiGG1
cpd00294,damp,BiGG
cpd00294,damp,BiGG1
cpd00295,dgdp,BiGG
cpd00295,dgdp,BiGG1
cpd00296,dgmp,BiGG
cpd00296,dgmp,BiGG1
cpd00297,dtdp,BiGG
cpd00297,dtdp,BiGG1
cpd00298,dtmp,BiGG
cpd00298,dtmp,BiGG1
cpd00299,dump,BiGG
cpd00299,dump,BiGG1
cpd00300,urate,BiGG
cpd00300,urate,BiGG1
cpd00304,retinal,BiGG
cpd00305,thm,BiGG
cpd00305,thm,BiGG1
cpd00306,xylt,BiGG
cpd00306,xylt,BiGG1
cpd00307,csn,BiGG
cpd00307,csn,BiGG1
cpd00308,malon,BiGG
cpd00308,maln,BiGG1
cpd00308,mlne,BiGG1
cpd00309,xan,BiGG
cpd00309,xan,BiGG1
cpd00311,gsn,BiGG
cpd00311,gsn,BiGG1
cpd00312,hista,BiGG
cpd00312,hista,BiGG1
cpd00313,quc,BiGG
cpd00313,quc,BiGG1
cpd00314,mnl,BiGG
cpd00314,manni-D,BiGG1
cpd00314,mnl,BiGG1
cpd00318,trypta,BiGG
cpd00320,asp__D,BiGG
cpd00320,asp-D,BiGG1
cpd00321,ferulcoa,BiGG
cpd00321,ferulcoa,BiGG1
cpd00322,ile__L,BiGG
cpd00322,ile-L,BiGG1
cpd00322,ile_L,BiGG1
cpd00323,Lpipecol,BiGG
cpd00323,Lpipecol,BiGG1
cpd00324,ch4s,BiGG
cpd00324,ch4s,BiGG1
cpd00325,prgstrn,BiGG
cpd00327,stcoa,BiGG
cpd00327,stcoa,BiGG1
cpd00327,strcoa,BiGG1
cpd00328,Stmyn,BiGG
cpd00328,Stmyn,BiGG1
cpd00330,dhf,BiGG
cpd00330,dhf,BiGG1
cpd00331,acon_C,BiGG
cpd00331,acon-C,BiGG1
cpd00332,mev__R,BiGG
cpd00332,mev-R,BiGG1
cpd00333,cinnm,BiGG
cpd00333,cinnm,BiGG1
cpd00334,lald__L,BiGG
cpd00334,lald-L,BiGG1
cpd00334,lald-S,BiGG1
cpd00334,lald_L,BiGG1
cpd00335,dhdascb,BiGG
cpd00336,prostgh2,BiGG
cpd00337,56dura,BiGG
cpd00337,56dura,BiGG1
cpd00338,5aop,BiGG
cpd00338,5amev,BiGG1
cpd00338,5aop,BiGG1
cpd00339,5aptn,BiGG
cpd00339,5aptn,BiGG1
cpd00340,25dop,BiGG
cpd00340,25dop,BiGG1
cpd00341,Ncbmpts,BiGG
cpd00341,cbmps,BiGG1
cpd00342,acorn,BiGG
cpd00342,acorn,BiGG1
cpd00343,cbasp,BiGG
cpd00343,cbasp,BiGG1
cpd00344,forglu,BiGG
cpd00344,forglu,BiGG1
cpd00345,5mthf,BiGG
cpd00345,5mthf,BiGG1
cpd00346,aspsa,BiGG
cpd00346,aspsa,BiGG1
cpd00347,methf,BiGG
cpd00347,methf,BiGG1
cpd00348,gal1p,BiGG
cpd00348,gal1p,BiGG1
cpd00349,s17bp,BiGG
cpd00349,s17bp,BiGG1
cpd00350,frdp,BiGG
cpd00350,frdp,BiGG1
cpd00351,saccrp__L,BiGG
cpd00351,saccrp-L,BiGG1
cpd00352,thp2c,BiGG
cpd00352,thp2c,BiGG1
cpd00353,icit,BiGG
cpd00355,nmn,BiGG
cpd00355,nmn,BiGG1
cpd00356,dctp,BiGG
cpd00356,dctp,BiGG1
cpd00357,dttp,BiGG
cpd00357,dttp,BiGG1
cpd00358,dutp,BiGG
cpd00358,dutp,BiGG1
cpd00359,indole,BiGG
cpd00359,indole,BiGG1
cpd00360,purine,BiGG
cpd00360,purine,BiGG1
cpd00362,estrone,BiGG
cpd00363,etoh,BiGG
cpd00363,etoh,BiGG1
cpd00365,retinol,BiGG
cpd00366,rbt,BiGG
cpd00367,cytd,BiGG
cpd00367,cysta-L,BiGG1
cpd00367,cytd,BiGG1
cpd00371,ppal,BiGG
cpd00371,ppal,BiGG1
cpd00374,tym,BiGG
cpd00374,tym,BiGG1
cpd00376,bilirub,BiGG
cpd00378,frmd,BiGG
cpd00378,frmd,BiGG1
cpd00379,glutar,BiGG
cpd00379,glutar,BiGG1
cpd00380,itacon,BiGG
cpd00380,itacon,BiGG1
cpd00381,Lcystin,BiGG
cpd00381,cysi__L,BiGG
cpd00381,Lcystin,BiGG1
cpd00382,raffin,BiGG
cpd00382,raffin,BiGG1
cpd00383,skm,BiGG
cpd00383,skm,BiGG1
cpd00386,mal__D,BiGG
cpd00386,mal-D,BiGG1
cpd00387,adpglc,BiGG
cpd00387,adpglc,BiGG1
cpd00388,alltt,BiGG
cpd00388,alltt,BiGG1
cpd00389,biliverd,BiGG
cpd00390,cdpglc,BiGG
cpd00390,cdpglc,BiGG1
cpd00393,fol,BiGG
cpd00393,fol,BiGG1
cpd00395,Lcyst,BiGG
cpd00395,Lcyst,BiGG1
cpd00396,rmn,BiGG
cpd00396,rmn,BiGG1
cpd00397,rbl__L,BiGG
cpd00397,xylu__D,BiGG
cpd00397,rbl-L,BiGG1
cpd00397,rbl_L,BiGG1
cpd00399,ocdce9coa,BiGG
cpd00400,acryl,BiGG
cpd00400,acryl,BiGG1
cpd00401,benzcoa,BiGG
cpd00402,cdpglyc,BiGG
cpd00402,cdpglyc,BiGG1
cpd00403,mana,BiGG
cpd00403,mana,BiGG1
cpd00404,orn__D,BiGG
cpd00405,hxdcal,BiGG
cpd00405,hxdcal,BiGG1
cpd00406,hyptaur,BiGG
cpd00407,limnen,BiGG
cpd00408,pant__R,BiGG
cpd00408,pant-R,BiGG1
cpd00408,pant_R,BiGG1
cpd00409,andrstrn,BiGG
cpd00410,cytcc,BiGG
cpd00410,cytcc,BiGG1
cpd00412,duri,BiGG
cpd00412,duri,BiGG1
cpd00413,glutcoa,BiGG
cpd00413,glutcoa,BiGG1
cpd00415,hqn,BiGG
cpd00415,hqn,BiGG1
cpd00416,itaccoa,BiGG
cpd00416,itaccoa,BiGG1
cpd00417,abt,BiGG
cpd00417,abt__L,BiGG
cpd00417,abt,BiGG1
cpd00417,abt-L,BiGG1
cpd00418,no,BiGG
cpd00418,no,BiGG1
cpd00419,pydam,BiGG
cpd00419,pydam,BiGG1
cpd00420,tststerone,BiGG
cpd00421,pppi,BiGG
cpd00421,pppi,BiGG1
cpd00423,cbl2,BiGG
cpd00423,cbl2,BiGG1
cpd00424,cyst_L,BiGG1
cpd00425,dma,BiGG
cpd00425,dma,BiGG1
cpd00426,hgentis,BiGG
cpd00426,hgentis,BiGG1
cpd00428,mthgxl,BiGG
cpd00428,mthgxl,BiGG1
cpd00429,nrpphr,BiGG
cpd00430,pac,BiGG
cpd00430,pac,BiGG1
cpd00432,tartr__M,BiGG
cpd00432,tartr-M,BiGG1
cpd00434,4abutn,BiGG
cpd00434,4abutn,BiGG1
cpd00435,bzalc,BiGG
cpd00435,bzalc,BiGG1
cpd00437,tagur,BiGG
cpd00437,tagur,BiGG1
cpd00438,dad_2,BiGG
cpd00438,dad-2,BiGG1
cpd00438,dad_2,BiGG1
cpd00441,tma,BiGG
cpd00441,tma,BiGG1
cpd00443,4abz,BiGG
cpd00443,4abz,BiGG1
cpd00444,cdpea,BiGG
cpd00444,cdpea,BiGG1
cpd00446,camp,BiGG
cpd00446,35camp,BiGG1
cpd00446,camp,BiGG1
cpd00447,betald,BiGG
cpd00447,betald,BiGG1
cpd00448,glyald,BiGG
cpd00448,glyald,BiGG1
cpd00449,dhlam,BiGG
cpd00449,dhlam,BiGG1
cpd00450,dms,BiGG
cpd00450,dms,BiGG1
cpd00451,gudac,BiGG
cpd00452,phaccoa,BiGG
cpd00452,phaccoa,BiGG1
cpd00454,prostge2,BiGG
cpd00455,2dglc,BiGG
cpd00455,2dglc,BiGG1
cpd00457,cholp,BiGG
cpd00457,cholp,BiGG1
cpd00458,confrl,BiGG
cpd00458,confrl,BiGG1
cpd00460,2saa,BiGG
cpd00460,2saa,BiGG1
cpd00461,chpd,BiGG
cpd00461,op4en,BiGG
cpd00461,chpd,BiGG1
cpd00461,op4en,BiGG1
cpd00464,pacald,BiGG
cpd00464,pacald,BiGG1
cpd00465,urdglyc,BiGG
cpd00465,urdglyc,BiGG1
cpd00467,3sala,BiGG
cpd00467,3sala,BiGG1
cpd00470,N1aspmd,BiGG
cpd00470,N1aspmd,BiGG1
cpd00472,udpgalur,BiGG
cpd00472,udpgalur,BiGG1
cpd00473,3dhguln,BiGG
cpd00473,3dhguln,BiGG1
cpd00475,r1p,BiGG
cpd00475,r1p,BiGG1
cpd00477,acglu,BiGG
cpd00477,acglu,BiGG1
cpd00478,pdx5p,BiGG
cpd00478,pdx5p,BiGG1
cpd00480,2dhglcn,BiGG
cpd00480,2dhglcn,BiGG1
cpd00481,ibcoa,BiGG
