lp_1670	iNF517.LLMG_RS02815	59.6	136	54	1	6	141	9	143	3.36e-51	159
lp_1672	iHN637.CLJU_RS06285	46.7	75	38	1	6	78	2	76	2.80e-16	66.2
lp_1672	iNF517.LLMG_RS08960	40.3	72	42	1	6	77	3	73	8.36e-15	62.4
lp_1672	iYS854.USA300HOU_RS06195	45.1	71	37	1	5	73	2	72	3.74e-14	60.8
lp_1671	iSynCJ816.SGL_RS09325	38.8	325	192	4	7	328	10	330	6.70e-72	225
lp_1671	iNF517.LLMG_RS08965	39.0	326	187	5	7	327	6	324	4.59e-71	223
lp_1671	iAF987.Gmet_1599	37.4	329	191	6	7	328	6	326	1.31e-64	206
lp_1671	iYO844.BSU11330	37.5	325	181	6	7	328	5	310	1.38e-63	203
lp_0343	iYO844.BSU35710	39.9	273	154	4	4	269	4	273	7.71e-78	236
lp_1674	iNF517.LLMG_RS08950	47.9	240	117	2	7	242	8	243	4.41e-67	207
lp_1674	iLJ478.TM1724	49.2	244	115	3	5	242	6	246	3.91e-66	204
lp_1674	iHN637.CLJU_RS17225	46.3	244	125	3	4	242	8	250	2.87e-64	200
lp_1674	iCN900.CD630_11820	45.5	242	128	3	5	242	7	248	2.05e-61	192
lp_1674	iHN637.CLJU_RS20765	43.8	240	129	3	8	242	10	248	2.81e-61	192
lp_1674	iSynCJ816.SGL_RS07245	47.3	245	117	4	5	242	7	246	4.39e-60	189
lp_1673	iNF517.LLMG_RS08955	37.3	303	179	3	2	297	3	301	3.93e-56	183
lp_1676	iNF517.LLMG_RS08940	38.8	147	81	2	12	149	9	155	5.97e-23	88.2
lp_2520	iML1515.b2175	34.7	95	55	3	181	271	69	160	6.60e-11	60.1
lp_0344	iYO844.BSU35700	55.2	261	111	2	6	262	4	262	2.66e-91	283
lp_0344	iNF517.LLMG_RS08170	40.2	338	196	2	6	342	10	342	1.91e-81	256
lp_1675	iNF517.LLMG_RS08945	52.7	408	190	2	1	407	1	406	1.46e-141	409
lp_1675	iHN637.CLJU_RS20760	50.0	410	202	1	1	407	1	410	3.03e-139	403
lp_1675	iYO844.BSU11340	50.2	408	200	1	3	407	4	411	7.11e-133	387
lp_1675	iYS854.USA300HOU_RS04880	47.8	408	210	1	3	407	5	412	9.40e-126	369
lp_0336	iYS854.USA300HOU_RS12355	46.7	165	86	2	6	170	2	164	1.36e-37	127
lp_0337	iNF517.LLMG_RS09820	49.5	319	160	1	2	319	3	321	1.47e-105	311
lp_1668	iML1515.b0493	34.5	264	158	4	4	266	18	267	2.05e-40	140
lp_2514	iJN1463.PP_3740	27.4	412	253	7	20	392	30	434	1.78e-28	115
lp_2514	iJN1463.PP_3165	27.0	392	247	7	16	373	27	413	3.20e-28	114
