PP_0751	iJN1463.PP_0751	100	502	0	0	1	502	1	502	0.0	985
PP_0759	iAF987.Gmet_1238	31.8	195	116	5	83	271	63	246	2.82e-23	95.5
PP_0767	iEK1008.Rv0386	40.4	57	34	0	842	898	1025	1081	7.27e-06	49.7
PP_0763	iJN1463.PP_0763	100	560	0	0	1	560	1	560	0.0	1132
PP_0762	iJN1463.PP_0762	100	321	0	0	1	321	1	321	6.92e-230	625
PP_0734	iIT341.HP0381	30.1	256	170	6	21	274	23	271	1.20e-24	99.4
PP_0734	iSynCJ816.SGL_RS09640	34.5	229	138	7	56	273	69	296	6.65e-24	97.8
PP_0732	iJN1463.PP_0732	100	425	0	0	1	425	1	425	1.02e-295	801
PP_0731	iAF692.Mbar_A0874	32.4	213	118	7	413	606	3	208	9.23e-12	65.5
PP_0730	iCHOv1.100765077	24.6	370	249	12	56	401	435	798	2.54e-07	52.8
PP_0738	iML1515.b1539	25.2	115	85	1	9	122	5	119	3.53e-07	49.3
PP_0738	iSSON_1240.SSON_1589	25.2	115	85	1	9	122	5	119	3.53e-07	49.3
PP_0738	iSbBS512_1146.SbBS512_E1701	25.2	115	85	1	9	122	5	119	1.59e-06	47.4
PP_0738	iYS854.USA300HOU_RS06185	22.3	193	142	4	4	190	2	192	1.56e-06	47.4
PP_0738	iML1515.b2541	32.2	90	61	0	2	91	4	93	5.77e-06	45.8
PP_0738	iSF_1195.SF2588	32.2	90	61	0	2	91	4	93	5.77e-06	45.8
PP_0738	iSSON_1240.SSON_2623	32.2	90	61	0	2	91	4	93	5.77e-06	45.8
PP_0738	iSDY_1059.SDY_1586	24.3	115	86	1	9	122	5	119	7.10e-06	45.4
PP_0738	iSF_1195.SF1556	24.3	115	86	1	9	122	5	119	7.10e-06	45.4
PP_0736	iJN1463.PP_0736	100	265	0	0	1	265	1	265	5.75e-194	530
PP_0735	iJN1463.PP_0735	100	251	0	0	1	251	1	251	3.16e-175	481
PP_0745	iJN1463.PP_0745	100	421	0	0	1	421	1	421	9.51e-299	808
PP_0744	iJN1463.PP_0744	100	338	0	0	1	338	1	338	2.59e-254	689
PP_0743	iYL1228.KPN_00773	25.5	145	90	3	1	131	1	141	9.44e-05	43.1
PP_0742	iYS854.USA300HOU_RS13900	31.6	76	42	1	5	70	3	78	3.19e-04	42.0
PP_0741	iCN718.ABAYE_RS00870	29.9	117	69	5	12	119	2	114	2.59e-05	43.5
PP_0740	iSynCJ816.SGL_RS16080	33.6	113	59	5	17	114	18	129	7.30e-04	40.4
PP_0747	iJN1463.PP_0747	100	185	0	0	1	185	1	185	9.09e-140	386
PP_0746	iJN1463.PP_0746	100	212	0	0	1	212	1	212	4.37e-149	412
PP_0712	iAF987.Gmet_1092	27.9	240	153	4	13	232	30	269	1.61e-25	102
PP_0711	iML1515.b1768	41.7	60	33	1	107	164	145	204	1.47e-05	43.9
PP_0711	iSbBS512_1146.SbBS512_E2023	41.7	60	33	1	107	164	145	204	1.47e-05	43.9
PP_0711	iSDY_1059.SDY_1505	41.7	60	33	1	107	164	151	210	1.52e-05	43.9
PP_0711	iSF_1195.SF1455	41.7	60	33	1	107	164	151	210	1.52e-05	43.9
PP_0711	iSSON_1240.SSON_1387	41.7	60	33	1	107	164	151	210	1.52e-05	43.9
PP_0711	STM_v1_0.STM1293	38.3	81	43	2	91	164	124	204	5.08e-05	42.4
PP_0711	iYL1228.KPN_01202	38.8	67	39	1	100	164	138	204	9.04e-05	41.6
PP_0711	iCN718.ABAYE_RS00855	32.8	61	40	1	100	159	141	201	4.09e-04	39.7
PP_0719	iSynCJ816.SGL_RS05125	33.0	88	40	2	8	93	24	94	6.21e-06	47.8
PP_0719	iAF987.Gmet_2444	21.7	318	186	12	2	298	21	296	7.93e-05	44.3
PP_0718	iJN1463.PP_0718	100	570	0	0	1	570	1	570	0.0	1096
PP_0716	iML1515.b3241	30.6	304	159	8	20	322	19	271	3.52e-27	108
PP_0715	iJN1463.PP_3427	31.8	462	298	6	10	465	12	462	6.04e-54	188
PP_0713	iJN1463.PP_0713	100	398	0	0	1	398	1	398	1.43e-270	735
PP_0723	iJN1463.PP_0723	100	286	0	0	1	286	1	286	1.17e-208	569
PP_0722	iJN1463.PP_0722	100	313	0	0	1	313	1	313	8.99e-222	604
PP_0729	iAF987.Gmet_2940	32.1	134	77	5	114	237	241	370	1.06e-05	47.4
PP_0728	STM_v1_0.STM1349	27.9	104	62	4	279	382	366	456	8.54e-04	41.2
PP_0727	iYL1228.KPN_01020	27.3	220	113	10	3	179	5	220	1.09e-11	61.6
PP_0726	iAF692.Mbar_A2023	23.2	237	147	8	1	222	1	217	2.71e-10	59.3
PP_0726	iLJ478.TM0862	22.7	247	163	7	2	236	3	233	4.86e-09	55.5
PP_0726	iSynCJ816.SGL_RS13560	21.8	252	170	6	1	240	1	237	1.21e-08	54.3
PP_0726	iIS312.TCDM_10698	45.0	60	33	0	1	60	14	73	1.25e-08	54.3
PP_0726	iAF692.Mbar_A0233	31.4	121	75	2	1	113	1	121	9.71e-09	53.9
PP_0726	iAF987.Gmet_3178	26.4	121	81	2	1	114	1	120	2.99e-08	53.5
PP_0726	iAM_Pv461.PVX_085435	33.0	106	65	2	1	102	1	104	2.47e-08	53.5
PP_0701	iAF987.Gmet_3221	25.3	312	213	9	12	312	6	308	5.38e-11	63.5
PP_0701	iAF987.Gmet_0333	23.1	368	243	11	50	392	58	410	7.43e-10	60.1
PP_0709	iYO844.BSU38710	24.9	469	313	12	7	466	3	441	1.33e-21	97.1
PP_0709	iCN718.ABAYE_RS10915	24.3	474	320	13	2	464	8	453	6.52e-19	89.0
PP_0708	iYS854.USA300HOU_RS00890	42.8	472	260	5	6	471	16	483	8.94e-115	346
PP_0708	iMM1415.19378	39.9	476	277	6	3	472	38	510	9.68e-105	321
PP_0708	iYO844.BSU31060	37.9	480	289	4	1	473	1	478	2.40e-104	319
PP_0708	iYS854.USA300HOU_RS14160	37.0	478	292	4	1	471	7	482	1.60e-103	317
PP_0708	iMM1415.11669	38.7	473	281	6	6	472	42	511	1.37e-101	313
PP_0707	iML1515.b4159	30.7	296	199	3	496	786	783	1077	2.41e-30	128
PP_0707	iML1515.b0465	32.7	226	152	0	520	745	823	1048	1.08e-27	120
PP_4284	iJN1463.PP_4284	100	449	0	0	1	449	1	449	4.00e-312	844
PP_4286	iJN1463.PP_4286	100	308	0	0	1	308	1	308	1.59e-242	656
PP_4285	iJN1463.PP_4285	100	117	0	0	1	117	1	117	2.84e-83	238
PP_4288	iJN1463.PP_4288	100	167	0	0	1	167	1	167	8.30e-125	347
PP_4287	iJN1463.PP_4287	100	171	0	0	1	171	1	171	4.23e-120	335
PP_4282	iJN1463.PP_4282	100	230	0	0	1	230	1	230	9.99e-148	410
PP_4281	iJN1463.PP_4281	100	434	0	0	1	434	1	434	0.0	882
PP_4297	iJN1463.PP_4297	100	591	0	0	1	591	1	591	0.0	1178
PP_4296	STM_v1_0.STM2050	31.3	112	75	2	27	138	223	332	5.49e-06	44.3
PP_4299	iJN1463.PP_4299	100	297	0	0	1	297	1	297	2.75e-208	569
PP_4298	iJN1463.PP_4298	100	260	0	0	1	260	1	260	4.74e-195	532
PP_4291	iJN1463.PP_4291	100	261	0	0	1	261	1	261	3.11e-205	558
PP_4290	iJN1463.PP_4290	100	451	0	0	1	451	1	451	4.38e-317	857
PP_4293	iJN1463.PP_4293	100	260	0	0	1	260	1	260	1.43e-205	559
PP_4258	iJN1463.PP_4258	100	325	0	0	1	325	1	325	1.18e-248	673
PP_4261	iEK1008.Rv0092	34.0	748	440	12	88	798	9	739	3.62e-113	362
PP_4261	iEK1008.Rv0103c	34.4	738	432	14	99	796	21	746	8.73e-111	355
PP_4261	iSynCJ816.SGL_RS05435	32.1	755	452	18	92	798	1	742	2.01e-110	354
PP_4261	iYO844.BSU33500	32.4	725	464	10	99	799	79	801	3.16e-108	350
PP_4261	STM_v1_0.STM0353	32.7	744	453	13	96	798	12	748	3.47e-107	346
PP_4261	iJN1463.PP_0586	34.9	744	436	19	97	811	75	799	9.13e-104	338
PP_4261	iYS854.USA300HOU_RS13880	31.9	761	462	16	77	799	51	793	7.38e-102	333
PP_4261	iSSON_1240.SSON_0473	31.3	737	461	16	97	798	103	829	2.07e-101	332
PP_4261	iSbBS512_1146.SbBS512_E0419	31.3	737	461	16	97	798	103	829	1.09e-100	330
PP_4261	iSF_1195.SF0429	31.2	737	462	16	97	798	103	829	1.51e-100	330
PP_4261	iSDY_1059.SDY_0434	31.1	737	463	15	97	798	103	829	2.93e-100	329
PP_4261	iML1515.b0484	31.2	737	462	16	97	798	103	829	7.92e-100	328
PP_4261	iAF692.Mbar_A1889	31.1	763	470	12	86	798	195	951	1.61e-98	327
PP_4264	iJN1463.PP_4264	100	460	0	0	1	460	1	460	0.0	935
PP_4266	iJN1463.PP_4266	100	182	0	0	1	182	1	182	2.07e-130	362
PP_4274	iML1515.b2411	50.8	764	265	6	4	762	5	662	3.42e-242	689
PP_4274	iSDY_1059.SDY_2608	50.7	764	266	6	4	762	5	662	2.77e-241	687
PP_4274	iSSON_1240.SSON_2500	50.7	764	266	6	4	762	5	662	3.92e-241	687
PP_4274	iSF_1195.SF2466	50.4	764	268	6	4	762	5	662	6.35e-240	684
PP_4274	iYL1228.KPN_02758	50.1	773	275	6	4	771	5	671	2.36e-237	677
PP_4274	STM_v1_0.STM2427	49.8	771	276	6	4	769	5	669	2.69e-236	674
PP_4279	iJN1463.PP_4279	100	799	0	0	1	799	1	799	0.0	1592
PP_4278	iJN1463.PP_4278	100	484	0	0	1	484	1	484	0.0	967
PP_4237	iJN1463.PP_4237	100	252	0	0	1	252	1	252	1.59e-164	454
PP_4236	STM_v1_0.STM3002	32.3	99	53	3	5	93	17	111	1.16e-07	51.6
PP_4243	iJN1463.PP_4243	100	4317	0	0	1	4317	1	4317	0.0	8598
PP_4251	iJN1463.PP_4251	100	202	0	0	1	202	1	202	1.27e-152	420
PP_4250	iJN1463.PP_4250	100	474	0	0	1	474	1	474	0.0	975
PP_4253	iJN1463.PP_4253	100	313	0	0	1	313	1	313	4.38e-238	645
PP_4252	iJN1463.PP_4252	100	64	0	0	1	64	1	64	2.73e-41	128
PP_4255	iJN1463.PP_4255	100	480	0	0	1	480	1	480	0.0	982
